DistAlong,Variant,X,Y,Z,RefDir_dx,RefDir_dy,RefDir_dz,Y_dx,Y_dy,Y_dz,Axis_dx,Axis_dy,Axis_dz
3300.000000,OffsetVertical+2.5,3380.929415,1556.209426,124.499875,0.719039,0.694897,-0.009999,-0.694932,0.719075,-0.000000,0.007190,0.006949,0.999950
3300.000000,OffsetVertical-2.5,3380.893463,1556.174681,119.500125,0.719039,0.694897,-0.009999,-0.694932,0.719075,-0.000000,0.007190,0.006949,0.999950
3300.000000,PlacementRelTo+2.5,3380.911439,1556.192053,124.500000,0.719039,0.694897,-0.009999,-0.694932,0.719075,-0.000000,0.007190,0.006949,0.999950
3300.000000,PlacementRelTo-2.5,3380.911439,1556.192053,119.500000,0.719039,0.694897,-0.009999,-0.694932,0.719075,-0.000000,0.007190,0.006949,0.999950
3400.000000,OffsetVertical+2.5,3449.243568,1629.180969,123.499875,0.646073,0.763210,-0.009999,-0.763248,0.646105,-0.000000,0.006461,0.007632,0.999950
3400.000000,OffsetVertical-2.5,3449.211264,1629.142808,118.500125,0.646073,0.763210,-0.009999,-0.763248,0.646105,-0.000000,0.006461,0.007632,0.999950
3400.000000,PlacementRelTo+2.5,3449.227416,1629.161888,123.500000,0.646073,0.763210,-0.009999,-0.763248,0.646105,-0.000000,0.006461,0.007632,0.999950
3400.000000,PlacementRelTo-2.5,3449.227416,1629.161888,118.500000,0.646073,0.763210,-0.009999,-0.763248,0.646105,-0.000000,0.006461,0.007632,0.999950
3500.000000,OffsetVertical+2.5,3509.931435,1708.607993,122.499875,0.566652,0.823897,-0.009999,-0.823938,0.566680,0.000000,0.005667,0.008239,0.999950
3500.000000,OffsetVertical-2.5,3509.903102,1708.566798,117.500125,0.566652,0.823897,-0.009999,-0.823938,0.566680,0.000000,0.005667,0.008239,0.999950
3500.000000,PlacementRelTo+2.5,3509.917269,1708.587396,122.500000,0.566652,0.823897,-0.009999,-0.823938,0.566680,0.000000,0.005667,0.008239,0.999950
3500.000000,PlacementRelTo-2.5,3509.917269,1708.587396,117.500000,0.566652,0.823897,-0.009999,-0.823938,0.566680,0.000000,0.005667,0.008239,0.999950
3600.000000,OffsetVertical+2.5,3562.386645,1793.696890,121.499875,0.481568,0.876352,-0.009999,-0.876395,0.481592,0.000000,0.004816,0.008764,0.999950
