dist_along,Y,RefDir_dx,RefDir_dy,Axis_dy,Axis_dz
0.000000,0.262467,1.000000,0.000000,0.106667,0.994295
3.280833,0.262388,1.000000,-0.000048,0.106635,0.994298
6.561667,0.262156,1.000000,-0.000094,0.106541,0.994308
9.842500,0.261772,1.000000,-0.000140,0.106385,0.994325
13.123333,0.261240,1.000000,-0.000184,0.106170,0.994348
16.404167,0.260564,1.000000,-0.000228,0.105896,0.994377
19.685000,0.259745,1.000000,-0.000271,0.105565,0.994412
22.965833,0.258788,1.000000,-0.000312,0.105177,0.994453
26.246667,0.257696,1.000000,-0.000353,0.104735,0.994500
29.527500,0.256471,1.000000,-0.000393,0.104239,0.994552
32.808333,0.255118,1.000000,-0.000432,0.103691,0.994610
36.089167,0.253638,1.000000,-0.000470,0.103092,0.994672
39.370000,0.252035,1.000000,-0.000507,0.102443,0.994739
42.650833,0.250313,1.000000,-0.000543,0.101745,0.994811
45.931667,0.248474,1.000000,-0.000578,0.101000,0.994886
49.212500,0.246522,1.000000,-0.000612,0.100209,0.994966
52.493333,0.244459,1.000000,-0.000645,0.099374,0.995050
55.774167,0.242290,1.000000,-0.000677,0.098495,0.995138
59.055000,0.240016,1.000000,-0.000708,0.097573,0.995228
62.335833,0.237642,1.000000,-0.000739,0.096611,0.995322
65.616667,0.235170,1.000000,-0.000768,0.095609,0.995419
68.897500,0.232604,1.000000,-0.000796,0.094569,0.995518
72.178333,0.229946,1.000000,-0.000824,0.093492,0.995620
75.459167,0.227200,1.000000,-0.000850,0.092378,0.995724
78.740000,0.224369,1.000000,-0.000876,0.091231,0.995830
82.020833,0.221456,1.000000,-0.000900,0.090049,0.995937
85.301667,0.218465,1.000000,-0.000924,0.088836,0.996046
88.582500,0.215397,1.000000,-0.000946,0.087592,0.996156
91.863333,0.212258,1.000000,-0.000968,0.086319,0.996268
95.144167,0.209049,1.000000,-0.000988,0.085017,0.996380
98.425000,0.205774,0.999999,-0.001008,0.083688,0.996492
101.705833,0.202436,0.999999,-0.001027,0.082334,0.996605
104.986667,0.199038,0.999999,-0.001044,0.080955,0.996718
108.267500,0.195583,0.999999,-0.001061,0.079553,0.996831
111.548333,0.192075,0.999999,-0.001077,0.078129,0.996943
114.829167,0.188517,0.999999,-0.001092,0.076684,0.997055
118.110000,0.184911,0.999999,-0.001106,0.075220,0.997167
121.390833,0.181261,0.999999,-0.001119,0.073738,0.997278
124.671667,0.177570,0.999999,-0.001131,0.072239,0.997387
127.952500,0.173842,0.999999,-0.001142,0.070725,0.997496
131.233333,0.170078,0.999999,-0.001152,0.069196,0.997603
134.514167,0.166284,0.999999,-0.001161,0.067655,0.997709
137.795000,0.162461,0.999999,-0.001169,0.066102,0.997813
141.075833,0.158612,0.999999,-0.001176,0.064538,0.997915
144.356667,0.154742,0.999999,-0.001183,0.062965,0.998016
